Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Qatar,QAT,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.642681013,3.527555797,3.398422831,3.267087588,3.116769096,2.978021412,2.853657407,2.731325101,2.621945923,2.530108401,2.436841463,2.347355803,2.271927664,2.200577497,2.130139154,2.06318785,1.999192384,1.937648702,1.87385293,1.800971493,1.728393704,1.656368722,1.580216052,1.503667078,1.428932042,1.355100069,1.304083983,1.288906955,1.285510236,1.282251136,1.283114313,1.288946712,1.297328744,1.306479991,1.31891592,1.335742496,1.355095618,1.371392166,1.378165214,1.380119849,1.377509169,1.370057356,1.357118911,1.339151091,1.327981445,1.357244298,1.429572798,1.494368544,1.515514301,1.464385165,1.395423272,1.409249246,1.475136759,1.508896716,1.434505264,1.384602894,1.489753547,1.590454188,1.626583087,1.651671537,1.739750077,1.901681346,
Romania,ROU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.791723394,7.95270157,8.138240547,8.334358191,8.556927783,8.799719424,9.056162154,9.307893269,9.528911226,9.720939423,9.888263287,10.04803844,10.22579935,10.40622145,10.58414428,10.78998133,11.00874313,11.2864773,11.57836585,11.81013681,11.93312203,11.8939931,11.68277003,11.35033798,11.23407516,11.34613039,11.49661922,11.68210025,11.84375028,11.99819761,12.1800129,12.37973601,12.63485205,12.95955682,13.2925052,13.64057583,13.97908293,14.30529019,14.62473245,14.92607863,15.24079541,15.59414898,15.98230521,16.35915597,16.69677003,16.95600948,17.16944012,17.38120124,17.6052168,17.89119533,18.17984617,18.40659125,18.5804169,18.78103757,19.12793772,19.55880737,19.98674715,20.43727419,20.91193803,21.38240705,21.83322899,22.17086345,
Russian Federation,RUS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.740088468,7.933470085,8.07315811,8.222232542,8.427051732,8.715474986,9.043825108,9.364110458,9.707156075,10.03419066,10.32090335,10.64278791,11.00571687,11.34008941,11.70391942,12.08359073,12.45172908,12.85031466,13.25389374,13.6095981,13.81110862,13.77258043,13.58958269,13.47664506,13.40686726,13.24319084,13.10358961,13.06578515,13.15409521,13.40533162,13.75145771,14.14342525,14.59112255,15.04443152,15.41603612,15.69230182,15.87562328,15.99870683,16.0242135,15.92536265,15.9013211,16.02121573,16.30419125,16.70821713,17.12111883,17.45811143,17.67433043,17.62897506,17.24173859,16.74566283,16.34383256,16.22810143,16.36569633,16.55287034,16.84902156,17.2020134,17.51904363,17.87088416,18.23403753,18.6480964,19.11767651,19.46002152,
Rwanda,RWA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.282906474,3.293381709,3.30884093,3.321392802,3.32324594,3.311035262,3.282511956,3.240100137,3.190356749,3.141182767,3.096615307,3.057435623,3.022818628,2.993512408,2.966088601,2.934894442,2.904822583,2.87834248,2.852117464,2.82115462,2.783051841,2.736207912,2.680920977,2.624654542,2.577746364,2.543815349,2.518824773,2.502015058,2.491648809,2.485761057,2.483731537,2.483663398,2.47620725,2.457892377,2.307599864,2.092974538,2.076494626,2.060928931,2.149088239,2.354396587,2.582396392,2.83377863,3.054936115,3.159903737,3.200632007,3.257355043,3.323514932,3.397260196,3.477567462,3.560098482,3.641019655,3.723398842,3.710006752,3.611558949,3.544576699,3.513281583,3.509154823,3.52602982,3.56024913,3.606870275,3.657728138,3.700661182,
South Asia,SAS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.371535503,3.389604269,3.427513553,3.475232978,3.517801652,3.547595283,3.564701473,3.570214191,3.571112308,3.576852453,3.589132398,3.603953449,3.631305432,3.674126771,3.720868701,3.769705906,3.81897109,3.863914136,3.902788039,3.935953197,3.962994748,3.986010496,4.006807314,4.025986117,4.045348379,4.065808897,4.087383092,4.110295611,4.134330712,4.158769553,4.185606102,4.216285955,4.249180157,4.282952588,4.318871139,4.358611321,4.401101058,4.447327036,4.499272378,4.556031686,4.614122791,4.672931453,4.735611519,4.80163966,4.866207682,4.927789636,4.988825806,5.050134876,5.111455914,5.173333067,5.238868362,5.311470866,5.396523889,5.496025632,5.62409485,5.782323843,5.953207877,6.135591877,6.327773498,6.526576111,6.714342064,6.850889409,
Saudi Arabia,SAU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.794704726,3.784420675,3.766881814,3.743424027,3.714935654,3.68217352,3.645935638,3.606150246,3.563438804,3.517898765,3.468504639,3.415566964,3.358657787,3.299196685,3.23977103,3.198184272,3.174080979,3.150776073,3.127402749,3.103765203,3.079251016,3.05324169,3.025015341,2.994108499,2.960604402,2.924324073,2.88503892,2.842535351,2.796470507,2.747349936,2.695680505,2.642910075,2.596736373,2.57746668,2.583388126,2.597357849,2.619215059,2.65019905,2.686976756,2.724551324,2.758262007,2.785032747,2.806221881,2.827014609,2.855102824,2.811319009,2.690201897,2.563044337,2.430394623,2.296639008,2.224639302,2.243671014,2.299073751,2.367497981,2.454801354,2.605185843,2.763662703,2.815284012,2.807822994,2.804434954,2.889206797,3.044553037,
Sudan,SDN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.073281338,3.042362403,3.006780239,2.967259087,2.929015707,2.893372381,2.858879168,2.826998249,2.799234779,2.774132057,2.75056387,2.730510232,2.716235075,2.709374526,2.69979892,2.683525055,2.66681859,2.648066516,2.625124223,2.599803244,2.574700915,2.549592165,2.525660598,2.49977586,2.502732918,2.5419492,2.595487016,2.643888327,2.658168057,2.686051185,2.746160479,2.806789942,2.856380684,2.868524961,2.866232364,2.859815433,2.833178742,2.796863216,2.744860955,2.693213601,2.65337051,2.613875973,2.575534208,2.537919245,2.498512701,2.460954785,2.433865857,2.419746501,2.416954118,2.428946183,2.459039352,2.507419909,2.574607812,2.657401411,2.749165742,2.853919223,2.973166078,3.101047676,3.23812314,3.383290517,3.524929825,3.654904847,
Senegal,SEN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.048602339,3.017820388,2.991296213,2.969540404,2.952880557,2.938399091,2.926509326,2.917879906,2.911334793,2.906295291,2.903506074,2.903272273,2.904351982,2.908221362,2.915267658,2.925208962,2.938653132,2.956324702,2.978355072,3.003511138,3.030821284,3.058704632,3.08644127,3.114146069,3.142805871,3.172325238,3.202755029,3.234244017,3.267348961,3.302532256,3.337719294,3.371466099,3.402839544,3.43105597,3.456349787,3.479318936,3.500005208,3.517859434,3.531098239,3.538163854,3.539925584,3.540415302,3.541093821,3.541670523,3.540641928,3.536855068,3.531648617,3.527358987,3.526159165,3.528147284,3.533829919,3.542238514,3.547205543,3.544206485,3.526340698,3.522508106,3.544922789,3.569346239,3.593519622,3.620639807,3.641690596,3.645311964,
Singapore,SGP,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.140104251,2.251687422,2.384767756,2.543286794,2.711223558,2.877603373,3.052462914,3.240930064,3.448822598,3.67400183,3.8450343,3.963530797,4.0922301,4.242973089,4.411789412,4.590029407,4.778257323,4.966906521,5.15315706,5.319678858,5.44882715,5.547469492,5.637454473,5.732760193,5.822154002,5.900550084,5.971908627,6.039371797,6.104938843,6.175180154,6.24577635,6.308824537,6.376422319,6.457184054,6.555077174,6.668074078,6.779186295,6.887817475,7.00605151,7.140119632,7.303597507,7.49829991,7.698356879,7.864876192,7.976347432,8.049140726,8.101800586,8.146917504,8.199807787,8.292810136,8.500117137,8.825881403,9.185379411,9.539344376,9.896246844,10.34365568,10.97230361,11.73319742,12.55938455,13.42691036,14.3332091,15.26485187,
Solomon Islands,SLB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.561063506,2.571174099,2.58119567,2.585393751,2.586893267,2.592127717,2.603200769,2.616351023,2.627070618,2.646573604,2.687323141,2.719621029,2.727657922,2.725102885,2.70875594,2.67887931,2.633320307,2.593216504,2.57096973,2.555904561,2.548987723,2.551438535,2.564048622,2.583587861,2.603952203,2.627433159,2.651652344,2.672434834,2.698890384,2.732880119,2.765932148,2.797346602,2.828360983,2.857913817,2.887142097,2.917470549,2.947643094,2.975791366,3.00424176,3.037164523,3.068427891,3.09537442,3.122988872,3.150946223,3.178004045,3.202761929,3.226095622,3.250815301,3.277236316,3.30399303,3.332396751,3.35954253,3.384840334,3.411915581,3.439396537,3.46549958,3.491621705,3.517504853,3.541744258,3.564652899,3.580860454,3.593058274,
Sierra Leone,SLE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.174598382,4.219164251,4.257661533,4.290852938,4.318584914,4.341423849,4.360626075,4.376287262,4.38920696,4.400562729,4.409536801,4.417824033,4.424927248,4.428688624,4.430286387,4.430711853,4.431421337,4.428851161,4.421919115,4.41376497,4.402888936,4.38992754,4.374971846,4.356007568,4.334303038,4.311168564,4.287254884,4.262627742,4.236271663,4.208078311,4.178635313,4.146778807,4.110794509,4.074364529,4.034038966,3.990921123,3.950273586,3.911505044,3.869846447,3.828962446,3.791678834,3.758352633,3.727987467,3.698344622,3.669814722,3.642077315,3.616495971,3.595052878,3.580563959,3.573423907,3.571856557,3.57195551,3.574618301,3.566259924,3.534711305,3.509360351,3.500319779,3.494545955,3.495188678,3.503881423,3.506677999,3.502831703,
El Salvador,SLV,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.482652752,3.439415903,3.430986599,3.454139,3.47617284,3.494824198,3.51200255,3.527323009,3.537353728,3.539265681,3.4901979,3.407055116,3.340985758,3.286441136,3.241929127,3.207979301,3.185366934,3.171139837,3.164132315,3.164398286,3.159890055,3.161318825,3.175552331,3.194804121,3.221983516,3.255254695,3.297113908,3.34574348,3.40778146,3.484732653,3.566511839,3.655039155,3.74985707,3.882220219,4.057004196,4.246725639,4.453112392,4.672369622,4.900116074,5.135006542,5.377580131,5.625734494,5.877620952,6.135409304,6.398955933,6.670508325,6.952302715,7.151347514,7.265600614,7.383716898,7.505783586,7.626634313,7.740561254,7.853592322,7.978468418,8.134372149,8.334241511,8.571334408,8.820916526,9.033958156,9.179678758,9.292857952,
San Marino,SMR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.91950283,10.82648315,10.76779026,10.72499235,10.67937879,10.59848173,10.63718965,10.76161766,10.83686205,10.85992908,10.7713065,10.73050401,10.84218596,10.93691676,11.05616574,11.31690392,11.66583292,11.95422622,12.19006271,12.42881549,12.55733408,12.56065437,12.64173372,12.84827617,13.16215487,13.57149228,14.01254195,14.48690387,14.80562448,15.01762228,15.22724385,15.47902317,15.73754317,15.92544675,16.15852447,16.48407544,16.7663054,16.99634814,17.29752035,17.61613918,17.7674792,17.73598424,17.70348328,17.79428884,17.99414003,17.88882613,17.32123555,17.35013734,18.21319018,18.79084451,18.85108756,18.74887489,18.83309365,19.098725,19.39001633,19.69319105,19.90104137,20.0886094,20.33656589,20.61902724,20.99575785,21.42733464,
Somalia,SOM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.544121768,3.573505486,3.598266463,3.619437752,3.636959545,3.650704507,3.662212424,3.671834234,3.67926321,3.685310656,3.689735997,3.693490327,3.696113157,3.696280711,3.690298023,3.678862782,3.667702604,3.657622125,3.646011192,3.63204227,3.614791761,3.593143177,3.568226995,3.541138248,3.512617594,3.482955399,3.45229934,3.421563716,3.381349329,3.338397535,3.302655313,3.221225726,3.095003768,3.025488679,3.001978589,2.976033339,2.949633727,2.919252374,2.889490245,2.866093692,2.84907834,2.839146488,2.836530392,2.836066677,2.829559203,2.815622283,2.798210662,2.778372935,2.758182014,2.740047971,2.723754345,2.710371785,2.704982546,2.706517808,2.715009496,2.742274676,2.778923449,2.810944289,2.841898536,2.871538762,2.883110617,2.869792414,
Serbia,SRB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.516703371,5.537919324,5.714922346,5.94598065,6.282276155,6.696293066,7.167232144,7.661233781,8.143836228,8.614084111,9.068973758,9.499237287,9.880685453,10.21848456,10.54183583,10.84541606,11.1107229,11.31905109,11.44124663,11.44279338,11.33403575,11.15484972,10.93401178,10.7364166,10.64181078,10.69480481,10.88522495,11.15852236,11.4871678,11.86767753,12.28586979,12.68103254,13.01923247,13.32573063,13.65328534,14.01683057,14.39110044,14.81087403,15.30932148,15.83893427,16.34508934,16.85799528,17.34697356,17.77698482,18.18323233,18.55565057,18.90508807,19.22706952,19.49267256,19.71924259,19.94828499,20.21268132,20.52000933,20.90053822,21.3766499,21.88634192,22.30901351,22.72822515,23.20873212,23.68707705,24.05581638,24.1818869,
Sub-Saharan Africa (excluding high income),SSA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.380197352,3.371872156,3.366474795,3.360343919,3.35343081,3.345324305,3.336109424,3.326413331,3.318095605,3.311172407,3.30398938,3.297126534,3.291643341,3.288043882,3.285273002,3.282832742,3.284251569,3.288257519,3.292300105,3.296837229,3.295730306,3.289500101,3.284072036,3.276232315,3.269095736,3.266604609,3.26487518,3.266317405,3.267459577,3.266200793,3.267024499,3.268485571,3.270123284,3.271332205,3.268858612,3.264877321,3.263623798,3.262567813,3.258808885,3.255192998,3.253546907,3.252147236,3.250836589,3.248827336,3.246102623,3.243812214,3.241831004,3.240038085,3.238049093,3.238184921,3.243511847,3.252965796,3.263935403,3.273814598,3.28242723,3.295421046,3.315870333,3.340491145,3.367901201,3.396623587,3.416225724,3.419084679,
South Sudan,SSD,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.246787203,3.21013011,3.171518873,3.116179455,3.063254375,3.015283962,2.940580996,2.85976708,2.789792904,2.724727376,2.664890497,2.631833135,2.622319942,2.627611487,2.644572493,2.661723611,2.679732903,2.700371946,2.724974887,2.749541759,2.774146743,2.800103613,2.826219296,2.847335077,2.859824657,2.86774617,2.874552294,2.872482669,2.793122881,2.722885279,2.737542003,2.753801381,2.764994143,2.770926183,2.789835511,2.812651678,2.825837205,2.835583286,2.812674982,2.789845563,2.795841612,2.798897765,2.798386548,2.797031569,2.796942157,2.797451389,2.79904384,2.803038314,2.808967153,2.816486042,2.820579674,2.822392084,2.828431073,2.83184575,2.847243199,2.872667494,2.918578001,3.007511262,3.102562705,3.173840715,3.230197407,3.279306032,
Sub-Saharan Africa,SSF,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.380882205,3.372522464,3.367099349,3.360950505,3.354025914,3.34591321,3.336699748,3.327018566,3.318720636,3.311818848,3.304659063,3.297805085,3.292317765,3.288702702,3.285917598,3.283467323,3.284872456,3.288858121,3.292885481,3.29743044,3.296333618,3.290115376,3.284696186,3.276862329,3.269735715,3.267253341,3.265529894,3.267000074,3.268135056,3.266862349,3.267673727,3.269132179,3.270766783,3.271988506,3.269528586,3.265550625,3.264301683,3.263209355,3.259419421,3.255807787,3.254156671,3.25274572,3.251442382,3.249413371,3.246670475,3.24436524,3.242376051,3.240567425,3.238573378,3.238695346,3.244021892,3.253447533,3.264404889,3.274277028,3.282885311,3.295880375,3.316326228,3.340943175,3.368352171,3.397078227,3.41668949,3.419559448,
Small states,SST,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.497421775,5.534422374,5.573076168,5.618931173,5.671486657,5.726785785,5.781563181,5.835742258,5.892809222,5.944585753,5.985247819,6.025343514,6.064532073,6.08901793,6.109237049,6.128273906,6.137551232,6.143478615,6.146845553,6.148914031,6.144085595,6.126992223,6.101725041,6.072052265,6.040023424,6.008209397,5.98895995,5.981905352,5.976329706,5.966780398,5.958491333,5.955219759,5.948951444,5.937178779,5.926930723,5.922833169,5.92081697,5.921493479,5.92069821,5.928606715,5.946667472,5.96791471,5.995483032,6.023328613,6.051484027,6.080750123,6.107770997,6.132964743,6.156478255,6.185415217,6.222575886,6.266951483,6.319826954,6.378770878,6.446749883,6.525319518,6.6120243,6.706675095,6.807244071,6.922716934,7.056879827,7.174999887,
Sao Tome and Principe,STP,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.636140363,4.726755155,4.802528665,4.873938993,4.950159459,5.020743758,5.080391549,5.136936885,5.195939001,5.25846213,5.273719698,5.279989557,5.315500249,5.35511912,5.38867539,5.38904386,5.359746361,5.306623703,5.246944033,5.212157432,5.224439681,5.293705085,5.291400354,5.192585648,5.100839451,5.013721468,4.915646769,4.819868898,4.742477884,4.670616053,4.609829455,4.593793655,4.602020554,4.609202892,4.615864752,4.616649845,4.613778859,4.599704878,4.57596443,4.545422607,4.510084057,4.457682687,4.40537429,4.375944629,4.354729537,4.330468157,4.297573397,4.2555566,4.201666218,4.135860555,4.063847152,3.986440096,3.932472065,3.910818902,3.900791685,3.90712268,3.934026253,3.984276005,4.054820148,4.133015743,4.151430906,4.126491476,
Suriname,SUR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.852448603,3.949599844,4.318420851,4.94763052,5.280787282,5.206256926,5.038385384,4.886812686,4.749070315,4.629522599,4.530596792,4.451669473,4.439243401,4.490366846,4.547595401,4.599397374,4.644608097,4.6801673,4.707146215,4.732515748,4.654237948,4.481402393,4.331108993,4.204954344,4.103566322,4.029087797,3.980939498,3.954384854,3.945023043,3.951761708,3.969474495,3.994002769,4.028654329,4.073105572,4.12466441,4.234622594,4.412032776,4.61556818,4.837711748,5.06991813,5.304573111,5.5307348,5.745257563,5.971034947,6.127806385,6.217126416,6.323944287,6.427762072,6.52320171,6.628695487,6.757117233,6.891304743,7.006329364,7.092359914,7.169692569,7.276616838,7.431487588,7.635261067,7.871737274,8.111472293,8.355521099,8.559887515,
Slovak Republic,SVK,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.874964099,8.087354373,8.296266187,8.500660334,8.737160038,9.008404352,9.27308311,9.535362889,9.795300366,10.03744282,10.25192684,10.43846273,10.64669139,10.87538302,11.11271849,11.31966786,11.4689649,11.60968597,11.75358315,11.88959762,11.86988934,11.61692651,11.26981683,10.89702835,10.74972142,10.84175508,11.01684612,11.27847343,11.55288083,11.78941778,11.97547132,12.14715629,12.31176635,12.47921814,12.65931374,12.84374421,13.03361699,13.2232986,13.37528915,13.49161868,13.59862396,13.71224812,13.83770896,13.97299577,14.12451919,14.28953185,14.47188782,14.66360097,14.8528085,15.06938329,15.26977911,15.46377624,15.76059185,16.15389546,16.58731691,17.05724523,17.58710754,18.14353028,18.68435914,19.22999059,19.7640445,20.20091924,
Slovenia,SVN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.036151028,9.226452556,9.441759777,9.661739878,9.906227625,10.22050894,10.57260347,10.88703255,11.14772978,11.39825881,11.65817357,11.91365431,12.15436102,12.38345357,12.62321381,12.85861674,13.05416216,13.240347,13.41891323,13.55631762,13.52033967,13.27129669,12.93918831,12.60716482,12.42471624,12.4361699,12.56913585,12.77518947,13.02893818,13.31779793,13.62488518,13.94180283,14.26344982,14.58628606,14.91061974,15.28179623,15.68878067,16.08387069,16.4626437,16.82946339,17.17655129,17.52360047,17.83630734,18.07506736,18.30941208,18.54822079,18.7867496,19.0542168,19.32514135,19.50388892,19.51063233,19.58484347,19.84525838,20.15643374,20.51302007,20.90537609,21.30549379,21.71485931,22.15106362,22.60133036,23.00269096,23.38406829,
Sweden,SWE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,12.71724911,12.94498232,13.16504389,13.38638703,13.61159626,13.8468652,14.10291139,14.36398573,14.61338242,14.86506992,15.15919343,15.47721916,15.79400103,16.11721267,16.45311255,16.77606461,17.07431055,17.39025367,17.71201477,18.00884135,18.26428125,18.47785435,18.69428897,18.90816036,19.09900007,19.37065273,19.68798364,19.91197178,20.04608179,20.138025,20.19435218,20.19881286,20.16682673,20.11274884,20.06572586,20.03372281,19.99449016,19.94440189,19.87403565,19.77311297,19.66810205,19.57821668,19.4906239,19.42653209,19.41318263,19.40409667,19.39403889,19.44544975,19.59540412,19.8329645,20.10314368,20.37705551,20.63260712,20.86176263,21.06646157,21.21370014,21.29757207,21.35324099,21.41429643,21.4827912,21.53477067,21.60172433,
Eswatini,SWZ,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.150172249,3.142532783,3.133536148,3.122508255,3.110534142,3.098738582,3.089375809,3.086819446,3.092410413,3.101778427,3.110412499,3.119682121,3.128619669,3.134272703,3.136222445,3.135891752,3.136890549,3.142163594,3.149218804,3.155443514,3.159270051,3.170820293,3.179970702,3.173038335,3.159410123,3.132327465,3.093033785,3.048448695,2.977922031,2.924883566,2.884357801,2.822302832,2.76420484,2.72641426,2.759729372,2.787544969,2.755230786,2.728071058,2.715492893,2.715737171,2.721345802,2.734710817,2.757348555,2.787504666,2.822021973,2.861361149,2.904940518,2.952157749,3.014540224,3.099334657,3.198879854,3.310464165,3.43581074,3.570374742,3.720879138,3.890335892,4.067272402,4.246233312,4.428089287,4.614266919,4.771841093,4.871923196,
Sint Maarten (Dutch part),SXM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.84684685,10.08010681,8.982219497,7.869589657,7.09494324,6.50059312,5.819295559,5.285454912,4.860335196,4.500775996,4.285942747,4.151785714,4.10711808,4.116660214,4.100719424,4.072297222,4.037881153,4.045905466,4.151871073,4.223305121,4.267310789,4.211711712,4.002192982,3.834918267,3.708534165,3.578115249,3.473053892,3.370985604,3.26332662,3.199174407,3.159619563,3.106499035,3.086751637,3.111968631,3.16970547,3.22268067,3.255273732,3.283808082,3.286176489,3.294530378,3.310473016,3.316228352,3.357840797,3.445890712,3.533393362,3.65692916,3.851273673,4.096378348,4.366529169,4.621873182,4.942211489,5.383476627,5.605495251,5.76667773,6.233389708,6.877542985,7.582561392,8.319395875,9.100281633,9.947344891,10.85438993,11.79286761,
Seychelles,SYC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.11545089,6.911880853,6.765851931,6.666088013,6.602370735,6.566611928,6.572206863,6.652897486,6.764671657,6.889364685,7.027357425,7.098234495,7.084299803,7.038544825,6.9884543,6.944928113,6.893582453,6.797279172,6.785528821,6.909911312,7.037829682,7.165920375,7.310003321,7.462127456,7.614703435,7.761669024,7.901003696,8.028014123,8.096487079,8.107417243,8.132415657,8.185649298,8.276138817,8.409855192,8.509021842,8.580712452,8.666121545,8.458769207,8.252477291,8.321981897,8.375516561,8.418063684,8.464513918,8.496534372,8.501927359,8.490208615,8.457711443,8.432200938,8.420739588,8.418923652,8.435161398,8.445882522,8.431815454,8.424947944,8.456341456,8.51688383,8.576143033,8.638940813,8.752107064,8.929600534,9.166449753,9.411262545,
Syrian Arab Republic,SYR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.042458766,4.878454004,4.741420687,4.616089665,4.499279999,4.387345467,4.278623305,4.175022516,4.078156671,3.987414589,3.904401907,3.829985601,3.761477908,3.696771093,3.634593503,3.572650521,3.509306435,3.443310869,3.381349747,3.325926019,3.272471271,3.216736537,3.15557213,3.105539893,3.076139998,3.056519869,3.045534154,3.043816694,3.049720416,3.063417377,3.083398252,3.110781601,3.144391418,3.180114328,3.21680183,3.255581179,3.295798092,3.335531461,3.372825446,3.407371346,3.441388671,3.477174432,3.513324614,3.548841134,3.577616696,3.599062769,3.587266079,3.544434377,3.559522877,3.61552852,3.660205506,3.721362102,3.831720927,4.060469711,4.358311781,4.605331453,4.775695213,4.927976995,5.042552214,5.090350014,5.164906549,5.260639615,
Turks and Caicos Islands,TCA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.667750854,6.586240626,6.51391162,6.491372227,6.573080099,6.60690571,6.638865721,6.817420436,6.883204308,6.967698292,7.169491525,7.226693494,7.228323226,7.197696737,7.152875175,7.157990315,7.08834752,6.936333856,6.79933665,6.656824587,6.452031676,6.267912773,6.114893109,5.986925106,5.793423085,5.586236194,5.454359394,5.471604938,5.580995993,5.566325118,5.397022333,5.150394892,4.885993485,4.594065371,4.343781308,4.205002385,4.13685443,4.117427541,4.155256578,4.232985339,4.242158848,4.22542595,4.353023209,4.608642383,4.880558289,5.171973438,5.49669143,5.874364645,6.298744708,6.69205852,7.072537089,7.44351492,7.788102914,8.123680241,8.472564065,8.9077912,9.372933802,9.831531943,10.28974921,10.67897474,10.97166545,11.22403395,
Chad,TCD,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.379380212,4.373445292,4.380427256,4.393231467,4.401962545,4.399115254,4.388515876,4.373430004,4.354433698,4.336227814,4.320016627,4.302378032,4.283536538,4.263249158,4.239477144,4.214191153,4.193575024,4.178406579,4.164253591,4.145002393,4.16968558,4.203050205,4.140996815,4.070378189,4.070877881,4.080869586,4.053092587,4.011130898,3.964876495,3.913484897,3.868723487,3.802950137,3.719664803,3.660952935,3.603516182,3.516059554,3.428303569,3.35474013,3.281418705,3.206185864,3.132153704,3.060506966,2.989078623,2.914218628,2.83566551,2.758794069,2.685614366,2.617819169,2.554942924,2.495323365,2.439690579,2.388426176,2.340365594,2.295388683,2.246515954,2.217874682,2.215256028,2.21501929,2.217956796,2.224334179,2.224932826,2.216039578,
East Asia & Pacific (IDA & IBRD countries),TEA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.349793334,4.287749819,4.250828792,4.204943404,4.159179628,4.138852375,4.145759169,4.173196191,4.207726105,4.242222839,4.278740367,4.31754743,4.354927571,4.399962492,4.461924497,4.527830939,4.588516706,4.652611752,4.733671083,4.82787135,4.91653024,4.994255585,5.063213358,5.127860335,5.196060859,5.271051483,5.345916838,5.414493106,5.488884975,5.579784227,5.671876319,5.754549388,5.849353108,5.971060127,6.101948313,6.239809604,6.381369267,6.52747844,6.69931277,6.880214033,7.056638206,7.236399972,7.411380821,7.575272901,7.725606345,7.874604328,8.031383271,8.180760546,8.317457487,8.456492681,8.613228774,8.796456573,9.004004876,9.245192056,9.530976199,9.880490335,10.26965388,10.70750608,11.1848595,11.67100022,12.18336656,12.66888913,
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.309610319,7.452996556,7.570947066,7.699336615,7.867544188,8.107076201,8.365393696,8.60128296,8.852019035,9.087099407,9.29530717,9.524051436,9.777724976,10.01130004,10.26012558,10.51785105,10.76488836,11.0295955,11.28310784,11.483607,11.56552066,11.48787179,11.3161558,11.16800179,11.08449712,11.00074063,10.94865078,10.9722487,11.07018934,11.25049064,11.47599715,11.72325186,11.98851141,12.26582575,12.51338249,12.71831514,12.86761727,12.97223387,13.03027452,13.04109242,13.09770779,13.238867,13.47577505,13.76192421,14.02935927,14.23814308,14.36939086,14.36334009,14.18398482,13.95148024,13.74619526,13.68193206,13.76789237,13.902112,14.11027529,14.36240568,14.60862964,14.87200518,15.17079794,15.51223401,15.83803734,16.07874094,
